Location_ID;Checklist_ID;Latitude.x;Longitude.x;Date;JulianDate;Time;MinutesSinceDawn;Year;Observer;Count;Occur;Latitude.y;Longitude.y;DistanceToRiver;CanopyCover_165;ConiferCover_165;HardwoodCover_165;ShrubCover_165;OakCover_165;DiameterDiversityIndex_165;TreeBasalArea_165;DensityLiveTrees_165;CompoundTopographicIndex_mean165;Elevation_mean165;Slope_mean165;TemperateFreshwaterMeadowMarsh_165;CultivatedCropland_165;PastureHay_165;WoodyAgriculture_165;TemperateGrasslandShrublandMeadow_165;TemperateForest_165;DevelopedOpenSpace_165;DevelopedLowIntensity_165;DevelopedMediumIntensity_165;DevelopedHighIntensity_165;UplandPrairieSavannah_165;WetPrairie_165;Oaks_165;CanopyCover_315;ConiferCover_315;HardwoodCover_315;ShrubCover_315;OakCover_315;DiameterDiversityIndex_315;TreeBasalArea_315;DensityLiveTrees_315;CompoundTopographicIndex_mean315;Elevation_mean315;Slope_mean315;TemperateFreshwaterMeadowMarsh_315;CultivatedCropland_315;PastureHay_315;WoodyAgriculture_315;TemperateGrasslandShrublandMeadow_315;TemperateForest_315;DevelopedOpenSpace_315;DevelopedLowIntensity_315;DevelopedMediumIntensity_315;DevelopedHighIntensity_315;UplandPrairieSavannah_315;WetPrairie_315;Oaks_315
44.43206_-123.25216;44.43206_-123.25216_145_310_12;44.43206;-123.25216;5/24/2012;145;09:27:00;310;12;WDRobinson;0;0;44.43206;-123.25216;60;2.663071156;0.08135207;2.625117302;2.581785917;2.571938038;0.167214885;1.326529741;53.74024582;8.89307785;247.0285492;1.137977481;1.65289259;0;82.64463043;0.826446295;0;4.132231236;4.958677769;5.785123825;0;0;0;1.65289259;3.305785179;5.274936199;2.513190746;2.931919098;4.964505196;2.268438101;0.246482313;1.696489096;116.7864685;8.983584404;246.4702759;1.050436616;1.587301612;7.936507702;65.53288269;0.90702945;0.453514725;10.88435364;2.721088409;7.482993126;0.226757362;0;0.453514725;1.587301612;3.401360512
44.43304_-123.38747;44.43304_-123.38747_177_366_12;44.43304;-123.38747;6/25/2012;177;10:11:00;366;12;WDRobinson;0;0;44.43304;-123.38747;42.42640686;37.73518372;24.97876549;16.98213577;30.67839622;7.87802124;1.861709952;11.3464241;707.2762451;7.409939766;403.786499;9.721691132;0;0;0;0;0;90.90908813;9.090909004;0;0;0;0;0;33.88429642;46.45819473;35.36992645;18.08301353;31.35529327;5.626132965;2.155828714;15.78164005;746.9796143;7.154650211;448.2501526;11.57466125;0;0;0;0;0;76.41723633;6.349206448;0;0;0;0;0;25.85033989
44.43344_-123.50385;44.43344_-123.50385_177_232_12;44.43344;-123.50385;6/25/2012;177;07:58:00;232;12;WDRobinson;0;0;44.43344;-123.50385;60;40.97595596;38.62889481;6.05220747;37.69330215;0;2.17596364;19.35186958;513.953064;6.44199276;1888.536133;12.09220791;0;0;0;0;0;87.603302;12.39669418;0;0;0;0;0;0;58.70808411;53.8872757;9.838984489;36.2322464;0.795032918;2.849975586;29.68186951;736.8829346;6.028057098;1889.721436;15.6791153;0;0;0;0;0;71.42857361;9.297052383;1.587301612;0;0;0;0;0
44.43346_-123.45467;44.43346_-123.45467_175_136_12;44.43346;-123.45467;6/23/2012;175;06:21:00;136;12;WDRobinson;0;0;44.43346;-123.45467;84.85281372;49.75906372;43.1412468;18.6108532;38.64948273;0;3.514632225;30.35740662;367.789917;7.29267931;1373.971191;11.01394367;0;0;0;0;0;66.11569977;33.88429642;0;0;0;0;0;0;63.00608444;56.64628601;19.01273537;44.29776764;0;4.206108093;39.67394257;469.8208923;7.062143326;1374.325562;10.02941608;0;0;0;0;0;76.41723633;19.50113297;0;0;0;0;0;0
44.43378_-123.41753;44.43378_-123.41753_175_82_12;44.43378;-123.41753;6/23/2012;175;05:26:00;82;12;WDRobinson;1;1;44.43378;-123.41753;60;55.69607162;42.4460907;23.9446888;25.99821091;5.856022358;4.877458572;33.59729767;418.4448547;6.691432953;508.5367126;13.97680759;0;0;0;0;0;87.603302;12.39669418;0;0;0;0;0;9.917355537;52.60186386;43.19003677;19.59830666;26.71834183;3.873021841;4.175614834;30.52119637;486.3395081;6.948610306;535.5822754;13.44891071;0;0;0;0;1.133786798;92.06349182;6.802721024;0;0;0;1.133786798;0;12.92516994
44.433841_-123.31617;44.433841_-123.31617_152_300_11;44.433841;-123.31617;06.01.2011;152;09:10:00;300;11;WDRobinson;0;0;44.433841;-123.31617;335.4101868;21.7981739;0.774652898;21.05059242;19.71998024;23.39811707;1.32676363;10.2712822;427.7518311;10.20825386;253.4737549;0.217285663;0.826446295;0;61.15702438;0.826446295;0;37.19008255;0;0;0;0;0;0.826446295;3.305785179;26.28011703;1.191043735;25.18851852;24.72117233;27.30119514;1.595539927;11.98859215;500.4707642;10.07235336;252.7492523;0.417414635;7.709750652;0;43.08390045;0.680272102;0;48.52607727;0;0;0;0;0;7.709750652;11.79138279
44.433848_-123.31365;44.433848_-123.31365_152_288_11;44.433848;-123.31365;06.01.2011;152;08:58:00;288;11;WDRobinson;0;0;44.433848;-123.31365;271.6615601;9.874710083;1.990173578;7.884536266;8.721330643;8.981635094;0.545641363;4.132573605;178.191452;9.984947205;254.0394135;0.266016811;1.65289259;0;83.47107697;0;0;14.87603283;0;0;0;0;0;1.65289259;14.04958725;19.67136955;3.736193895;16.19254303;17.46505356;17.59801483;1.232281685;8.032795906;361.0338135;9.610690117;252.5715485;0.718802154;5.668934345;0.453514725;51.47392273;1.360544205;0;41.04308319;0;0;0;0;0;5.668934345;10.88435364
44.433855_-123.31114;44.433855_-123.31114_152_275_11;44.433855;-123.31114;06.01.2011;152;08:45:00;275;11;WDRobinson;0;0;44.433855;-123.31114;90;30.71597099;8.437391281;22.67330933;25.2148819;24.85009193;1.948323131;11.53058147;510.3403625;9.2684412;250.8592834;1.036162376;6.611570358;0.826446295;27.27272797;0.826446295;0;64.4628067;0;0;0;0;0;6.611570358;24.79338837;18.46048546;4.636388302;14.19201756;14.98596287;15.88120079;1.180147886;7.178970814;312.2356262;9.626772881;250.9333496;1.001475811;6.349206448;17.46031761;35.60090637;1.360544205;0;39.22902679;0;0;0;0;0;6.349206448;10.43083858
44.43416_-123.43498;44.43416_-123.43498_175_98_12;44.43416;-123.43498;6/23/2012;175;05:42:00;98;12;WDRobinson;1;1;44.43416;-123.43498;60;53.98360825;45.48004532;16.43528938;22.16972923;1.574581861;2.135740519;20.45221901;915.6811523;7.015864372;876.0059204;11.60929871;0;0;0;0;0;85.12397003;14.87603283;0;0;0;0;0;0.826446295;58.43751144;51.70424271;13.46736717;25.17286873;1.261404276;2.211411238;21.15507317;931.7205811;6.65846014;894.7524414;10.21450424;0;0;0;0;0.90702945;86.39455414;12.6984129;0;0;0;0.90702945;0;6.122448921
44.43429_-123.53442;44.43429_-123.53442_169_134_12;44.43429;-123.53442;6/17/2012;169;06:18:00;134;12;WDRobinson;2;1;44.43429;-123.53442;60;32.83660507;23.91018295;15.84550285;27.20589066;0.890809894;1.903805017;13.39758968;392.6876526;7.308817387;563.9710693;10.458951;0;0;0;0;0;64.4628067;35.53718948;0;0;0;0;0;0;47.20988464;36.53111267;19.16956139;34.52373123;1.15305829;2.588135004;19.84418488;587.2406616;7.107960224;602.3347168;12.63115025;0;0;0;0;0;76.19047546;15.1927433;0;0;0;0;0;0
44.43496_-123.24181;44.43496_-123.24181_143_253_12;44.43496;-123.24181;5/22/2012;143;08:32:00;253;12;WDRobinson;1;1;44.43496;-123.24181;234.3074951;0;0;0;0;0;0;0;0;9.989069939;247.8789215;0.387184113;0;54.54545593;23.96694183;0.826446295;0;0;0;11.57024765;0;9.090909004;0;0;0;0.115902044;0.04553492;0.088048071;0.113935143;0.111451253;0.007954649;0.035748981;2.084100485;9.669867516;246.9512634;0.626331329;0;68.70748138;18.14058876;1.8140589;0;0.226757362;0;8.616780281;0;2.494331121;0;0;0.226757362
44.43501_-123.49403;44.43501_-123.49403_176_217_12;44.43501;-123.49403;6/24/2012;176;07:42:00;217;12;WDRobinson;0;0;44.43501;-123.49403;30;68.55918884;61.84392929;19.78742218;44.98707581;0;4.641047001;42.46299744;565.9797363;6.808628082;1624.228638;12.52269459;0;0;0;0;0;88.42974854;11.57024765;0;0;0;0;0;0;73.57621002;68.22621918;16.31911469;41.23251343;0;4.218212605;40.80236053;754.9654541;6.67222023;1650.828369;13.11783981;0;0;0;0;0;80.27210999;7.2562356;0;0;0;0;0;0
44.43604_-123.44958;44.43604_-123.44958_175_118_12;44.43604;-123.44958;6/23/2012;175;06:03:00;118;12;WDRobinson;0;0;44.43604;-123.44958;0;65.29211426;59.01507187;16.84877777;50.32516098;0;3.648918152;32.5719223;645.9135742;6.664767265;1173.710938;11.50256348;0;0;0;0;0;80.99173737;14.87603283;0;0;0;0;0;0;67.88528442;62.05457687;16.29872322;49.02604294;0.052669615;3.850537777;35.01239395;643.5466919;6.985245228;1177.201416;10.17606544;0;0;0;0;0;78.68480682;12.92516994;0;0;0;0;0;0
44.43669_-123.44086;44.43669_-123.44086_175_109_12;44.43669;-123.44086;6/23/2012;175;05:53:00;109;12;WDRobinson;0;0;44.43669;-123.44086;42.42640686;61.86027145;56.10366058;14.76112461;38.01891708;0.303706616;2.782634735;25.9433918;774.4771118;5.968423367;1114.731079;11.84796906;0;0;0;0;2.479338884;83.47107697;14.04958725;0;0;0;2.479338884;0;0.826446295;61.55971909;55.83627701;14.55169868;41.50312042;0.694105685;3.02488184;28.08870697;764.1179199;6.178555965;1074.519409;13.23257542;0;0;0;0;0.680272102;90.02267456;9.297052383;0;0;0;0.680272102;0;2.494331121
44.43747_-123.25214;44.43747_-123.25214_145_317_12;44.43747;-123.25214;5/24/2012;145;09:34:00;317;12;WDRobinson;1;1;44.43747;-123.25214;212.1320343;6.652927399;0.977514088;5.892405033;7.519791126;3.948776007;0.426116526;2.825852871;121.6255188;9.074882507;246.1840057;1.209067941;0;24.79338837;43.801651;2.479338884;0;16.52892494;0;10.74380207;0;0;0;0;8.264462471;9.673623085;2.396305561;7.678489685;8.558176994;6.222402573;0.602081418;4.078757286;176.3776398;8.994669914;244.9969482;1.103659272;0.226757362;26.75737;41.26984024;2.267573595;0;21.08843613;1.133786798;3.401360512;0;0;0;0.226757362;12.47165489
44.43751_-123.45836;44.43751_-123.45836_175_127_12;44.43751;-123.45836;6/23/2012;175;06:12:00;127;12;WDRobinson;0;0;44.43751;-123.45836;0;66.43295288;61.13298416;17.75520706;32.76465607;0;4.009904861;38.2302475;625.3578491;7.332373142;1271.44165;7.506943703;0;0;0;0;0;42.14876175;18.18181801;0;0;0;0;0;0;62.9042778;56.54610825;19.37777519;35.46656418;0.12030068;4.036498547;38.56322861;572.1854858;7.355992794;1278.058228;8.021084785;0;0;0;0;0;55.7823143;20.63492012;0;0;0;0;0;0
44.43754_-123.41168;44.43754_-123.41168_121_327_14;44.43754;-123.41168;05.01.2014;121;10:20:00;327;14;TAHallman;1;1;44.43754;-123.41168;0;14.12325859;10.0086832;4.828002453;17.63055801;3.408533096;0.613057852;3.196806669;269.8908997;8.843252182;415.0561523;4.842689037;0.826446295;2.479338884;0;0;23.1404953;47.10743713;26.44628143;0;0;0;23.1404953;0.826446295;14.87603283;29.26580048;23.85282326;9.332126617;21.28668404;3.365192413;1.670967817;11.55281448;395.9212952;7.964221001;438.1524048;7.782634735;0.226757362;3.854875326;0;2.040816307;11.11111069;66.43991089;14.0589571;1.587301612;0;0;11.11111069;0.226757362;19.95464897
44.43779_-123.48988;44.43779_-123.48988_176_210_12;44.43779;-123.48988;6/24/2012;176;07:35:00;210;12;WDRobinson;0;0;44.43779;-123.48988;0;72.89572906;69.65608215;13.08292198;43.56726074;0;4.814364433;47.79578018;596.0786743;7.303160191;1565.45813;9.595610619;0;0;0;0;0;88.42974854;11.57024765;0;0;0;0;0;0;76.85700226;73.3372345;13.18632793;48.22676849;0;4.730860233;48.03207016;618.4946289;6.862372398;1585.206421;11.15899467;0;0;0;0;0;94.33106232;5.668934345;0;0;0;0;0;0
44.43818_-123.37962;44.43818_-123.37962_177_373_12;44.43818;-123.37962;6/25/2012;177;10:18:00;373;12;WDRobinson;1;1;44.43818;-123.37962;94.86833191;53.67695236;47.1807785;14.08576202;30.94838524;2.847982645;2.718503237;21.83790016;693.9577637;7.342937946;355.925354;6.798384666;0;0;0;0;0;64.4628067;13.22314072;0;0;0;0;0;37.19008255;47.70671844;38.82764435;15.65437794;29.79506111;5.840437889;2.533640385;19.16148376;608.6416016;7.486439228;370.8570862;6.879069805;0;0;0;0;0;65.30612183;11.56462574;0;0;0;0;0;21.76870728
44.4384_-123.58395;44.4384_-123.58395_173_407_12;44.4384;-123.58395;6/21/2012;173;10:51:00;407;12;WDRobinson;0;0;44.4384;-123.58395;67.08203888;38.84010315;34.0684433;7.771570206;17.77900887;1.770272732;1.831067801;16.43551636;543.8302002;5.979177952;1542.662598;16.23736382;0;0;0;0;0;43.801651;19.83471107;0;0;0;0;0;0;36.46373749;31.7692337;8.052039146;20.62810326;1.134182572;1.570908189;13.69194794;542.7417603;5.932160854;1526.519409;19.66710091;0;0;0;0;0;54.87528229;12.92516994;0;0;0;0;0;0
44.43871_-123.41023;44.43871_-123.41023_175_74_12;44.43871;-123.41023;6/23/2012;175;05:18:00;74;12;WDRobinson;1;1;44.43871;-123.41023;0;17.98719025;13.25492287;5.621506691;17.81727982;3.754659414;0.737914026;4.236409664;349.6228027;9.273794174;402.9133301;3.302325249;0;11.57024765;0;6.611570358;14.87603283;48.7603302;12.39669418;3.305785179;0;0;14.87603283;0;15.70247936;33.90849686;28.79862595;9.268434525;22.43123436;2.686837435;1.628914952;12.80013275;472.824646;8.029338837;432.9121704;7.164634228;0.226757362;4.53514719;0;4.53514719;9.523809433;65.30612183;12.47165489;2.721088409;0;0;9.523809433;0.226757362;21.08843613
44.43944_-123.48647;44.43944_-123.48647_176_203_12;44.43944;-123.48647;6/24/2012;176;07:28:00;203;12;WDRobinson;0;0;44.43944;-123.48647;42.42640686;74.70319366;68.53032684;20.14515686;46.01101685;0;4.970538139;47.77897263;552.2705078;6.359431744;1574.880737;11.93464756;0;0;0;0;0;92.5619812;7.438016415;0;0;0;0;0;0;76.90699768;71.71452332;16.94451904;46.80009079;0;4.842051506;47.22879791;616.4794312;6.652039528;1576.429688;12.90513992;0;0;0;0;0;95.69161224;4.308390141;0;0;0;0;0;0
44.43992_-123.24192;44.43992_-123.24192_143_246_12;44.43992;-123.24192;5/22/2012;143;08:25:00;246;12;WDRobinson;1;1;44.43992;-123.24192;90;0;0;0;0;0;0;0;0;11.43722725;245.0878296;0.132453471;0;48.7603302;40.49586868;0.826446295;0;0;0;9.917355537;0;0;0;0;0;3.959751606;1.617898226;2.455214262;2.994285345;2.748440981;0.216821998;1.493396878;79.28488922;10.50576591;245.4239807;0.323444247;0;50.34013748;30.83900261;2.494331121;0;7.482993126;2.040816307;6.802721024;0;0;0;0;7.2562356
44.44027_-123.29257;44.44027_-123.29257_146_162_12;44.44027;-123.29257;5/25/2012;146;06:58:00;162;12;WDRobinson;0;0;44.44027;-123.29257;1039.663452;0;0;0;0;0;0;0;0;10.87457657;254.2637024;0.166856363;0;76.8595047;14.04958725;0;0;0;9.090909004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.19949055;253.184433;0.215083405;0;70.29478455;23.35600853;0.90702945;0;0;5.442176819;0;0;0;0;0;0
44.44028_-123.28741;44.44028_-123.28741_146_155_12;44.44028;-123.28741;5/25/2012;146;06:51:00;155;12;WDRobinson;2;1;44.44028;-123.28741;792.0227051;0;0;0;0;0;0;0;0;12.09768867;254.0568542;0.075410858;0;76.8595047;14.87603283;0;0;0;8.264462471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.68591404;254.0738525;0.080573276;0;68.70748138;26.75737;0;0;0;4.53514719;0;0;0;0;0;0
44.44035_-123.4082;44.44035_-123.4082_121_308_14;44.44035;-123.4082;05.01.2014;121;10:00:00;308;14;TAHallman;0;0;44.44035;-123.4082;123.6931686;40.51671219;36.19245529;8.291940689;20.54467201;2.405966043;1.547516584;13.72592831;629.0581665;8.158547401;427.9778748;6.294577122;0;13.22314072;0;12.39669418;0;59.50413132;2.479338884;9.917355537;0;0;0;0;21.48760414;38.52207184;33.98659134;8.174978256;23.85432625;2.225207806;1.54257524;13.39840126;545.8480225;7.895341873;454.4226074;7.535266876;0;6.122448921;0.226757362;4.761904716;13.15192699;67.34693909;3.854875326;3.854875326;0;0;13.15192699;0;23.12925148
44.44036_-123.48019;44.44036_-123.48019_176_193_12;44.44036;-123.48019;6/24/2012;176;07:18:00;193;12;WDRobinson;1;1;44.44036;-123.48019;42.42640686;72.39270782;66.77148438;18.9923172;42.81745148;0;5.001934052;47.24892426;531.4104614;6.671383381;1552.210083;17.17077827;0;0;0;0;0;89.25619507;10.74380207;0;0;0;0;0;0;74.45948792;68.9651413;17.64322281;45.0309906;0;4.907950401;46.27209091;595.2746582;6.918695927;1572.908813;13.12895298;0;0;0;0;0;94.55782318;4.761904716;0;0;0;0;0;0
44.44091_-123.52831;44.44091_-123.52831_169_128_12;44.44091;-123.52831;6/17/2012;169;06:12:00;128;12;WDRobinson;0;0;44.44091;-123.52831;30;37.03465271;26.36166191;18.74873543;26.11048508;2.028674364;1.831882596;13.93182468;637.5888062;7.188195229;617.374939;11.50052357;0;0;0;0;0;63.63636398;23.96694183;0;0;0;0;0;0;41.29911041;32.79096222;16.09766006;31.97454834;1.272644639;1.975594282;15.23009109;608.2474976;6.821734428;666.3426514;14.52874279;0;0;0;0;0;75.5102005;14.5124712;0;0;0;0;0;0
44.44118_-123.57896;44.44118_-123.57896_173_416_12;44.44118;-123.57896;6/21/2012;173;11:00:00;416;12;WDRobinson;0;0;44.44118;-123.57896;30;22.17178726;18.76362038;6.038238049;29.83419228;1.315353751;0.98286283;7.553925514;285.8713379;5.930960655;1631.710815;23.5611248;0;0;0;0;0;64.4628067;12.39669418;0;0;0;0;0;0;32.86691666;27.03984451;10.69657803;32.57185364;1.133068085;1.855099082;15.07679462;381.0537109;5.792986393;1652.445435;21.87663651;0;0;0;0;0;81.85941315;8.163265228;0;0;0;0;0;0
44.44125_-123.36951;44.44125_-123.36951_177_380_12;44.44125;-123.36951;6/25/2012;177;10:25:00;380;12;WDRobinson;1;1;44.44125;-123.36951;30;22.41741371;13.79968071;10.19848537;14.70342827;8.895383835;1.417984247;10.31515408;271.0455933;9.00070858;308.6323853;3.262164593;19.00826454;0;0;0;2.479338884;57.02479172;14.87603283;3.305785179;0;0;2.479338884;19.00826454;19.83471107;28.51432419;19.03009415;12.71585178;17.07209969;8.009852409;1.468315005;11.2413702;437.0951843;8.581396103;324.4468079;4.320888996;17.23356056;6.349206448;0.226757362;1.133786798;2.947845697;42.4036293;6.349206448;3.174603224;0;0;2.947845697;17.23356056;21.08843613
44.44131_-123.56989;44.44131_-123.56989_173_432_12;44.44131;-123.56989;6/21/2012;173;11:16:00;432;12;WDRobinson;0;0;44.44131;-123.56989;0;66.95189667;60.81677628;14.26346016;57.87863159;0;4.444294453;42.96634293;496.2308655;6.010670185;1467.940063;25.10734177;0;0;0;0;0;90.0826416;9.917355537;0;0;0;0;0;0;67.89922333;62.00890732;14.25968742;56.54088211;0;4.556887627;42.80720901;514.2246704;5.825077057;1484.822021;23.61256599;0;0;0;0;0;88.66213226;11.33786869;0;0;0;0;0;0
44.44135_-123.56469;44.44135_-123.56469_173_440_12;44.44135;-123.56469;6/21/2012;173;11:24:00;440;12;WDRobinson;0;0;44.44135;-123.56469;30;68.15087128;64.59900665;10.31652451;48.12038422;0;3.785267115;36.12973022;638.2896729;5.550589561;1546.248657;27.87208176;0;0;0;0;0;85.12397003;14.87603283;0;0;0;0;0;0;71.66788483;65.7466507;13.25449944;53.4835434;0;4.105904102;41.51693344;666.6942139;5.336466312;1560.470215;25.41891098;0;0;0;0;0;90.70294952;9.297052383;0;0;0;0;0;0
44.44167_-123.40365;44.44167_-123.40365_121_295_14;44.44167;-123.40365;05.01.2014;121;09:47:00;295;14;TAHallman;3;1;44.44167;-123.40365;150;16.49522209;13.35030746;4.71186018;13.06220913;1.640093327;0.836483479;6.821053505;210.5946503;7.42451334;433.2518921;7.922249317;3.305785179;2.479338884;23.1404953;0.826446295;20.66115761;36.36363602;9.917355537;3.305785179;0;0;20.66115761;3.305785179;22.31404877;28.23928452;22.51792526;9.90816021;18.75167847;3.072520256;1.391896605;11.18934441;341.2285156;7.597853184;450.2932434;9.259992599;0.90702945;2.267573595;15.8730154;3.401360512;21.08843613;49.43310547;4.53514719;2.267573595;0;0;21.08843613;0.90702945;18.59410477
44.44207_-123.57371;44.44207_-123.57371_173_426_12;44.44207;-123.57371;6/21/2012;173;11:10:00;426;12;WDRobinson;1;1;44.44207;-123.57371;108.1665421;66.55828094;56.95952606;20.69642448;45.65425873;0;4.746080399;39.97997284;564.7616577;6.247671127;1411.180054;19.41049004;0;0;0;0;0;88.42974854;11.57024765;0;0;0;0;0;0;68.12345123;58.22450638;20.92322159;51.87094498;0.12030068;4.945340633;42.75762177;554.0142822;6.264034748;1455.949341;23.38852119;0;0;0;0;0;91.38321686;6.349206448;0;0;0;0;0;0
44.44228_-123.59288;44.44228_-123.59288_173_400_12;44.44228;-123.59288;6/21/2012;173;10:44:00;400;12;WDRobinson;0;0;44.44228;-123.59288;67.08203888;59.37136841;54.15981293;14.19655132;34.85294724;0.294715703;3.318705797;32.36057663;679.7977295;5.363075256;1381.133667;19.29673195;0;0;0;0;0;80.99173737;19.00826454;0;0;0;0;0;0;57.05529022;50.44581604;15.73525238;34.403965;0.772152841;2.971208811;27.60003281;721.005127;5.774106979;1315.513306;20.97877312;0;0;0;0;0;86.621315;12.92516994;0;0;0;0;0;0
44.44315_-123.55901;44.44315_-123.55901_173_447_12;44.44315;-123.55901;6/21/2012;173;11:31:00;447;12;WDRobinson;0;0;44.44315;-123.55901;67.08203888;69.27262115;54.72728348;25.46522141;41.0675354;0;4.378203392;40.45669174;973.78302;6.260293007;1376.962769;16.98362923;0;0;0;0;0;89.25619507;10.74380207;0;0;0;0;0;0;67.46260071;57.42486954;19.6218853;41.49921799;0;4.038123131;38.03424072;909.2741699;6.112112045;1409.040405;18.80066872;0;0;0;0;0;92.74376678;7.2562356;0;0;0;0;0;0
44.44403_-123.363;44.44403_-123.363_177_387_12;44.44403;-123.363;6/25/2012;177;10:32:00;387;12;WDRobinson;1;1;44.44403;-123.363;0;21.35926819;11.51603889;10.91235542;18.36664009;9.638965607;1.130607486;6.580735683;406.3788757;9.329318047;290.0186768;1.519276857;24.79338837;2.479338884;0;4.132231236;9.090909004;49.58677673;1.65289259;8.264462471;0;0;9.090909004;24.79338837;42.14876175;25.68435287;18.12056351;10.05810738;19.66338158;6.234929562;1.421641707;10.15378857;399.3423462;8.961501122;295.7581787;3.009835243;12.47165489;8.843537331;10.65759659;1.587301612;4.53514719;47.16553116;2.494331121;5.895691395;0;0;4.53514719;12.47165489;31.97278976
44.44439_-123.4001;44.44439_-123.4001_121_268_14;44.44439;-123.4001;05.01.2014;121;09:20:00;268;14;TAHallman;1;1;44.44439;-123.4001;150;25.64855957;23.7119236;3.915367842;11.69055271;0.859890103;1.082874417;10.73429966;387.2842407;7.194536209;422.226593;8.665153503;0;0;39.66942215;0.826446295;5.785123825;18.18181801;14.04958725;2.479338884;0;0;5.785123825;0;12.39669418;22.55606842;19.56532288;5.413508892;13.08799171;1.764228582;1.12906754;10.02557468;285.1780396;7.90048933;432.1487122;7.041071892;3.401360512;0.90702945;36.05442047;4.308390141;7.936507702;24.26303864;11.56462574;1.587301612;0;0;7.936507702;3.401360512;14.96598625
44.44511_-123.55482;44.44511_-123.55482_173_454_12;44.44511;-123.55482;6/21/2012;173;11:38:00;454;12;WDRobinson;0;0;44.44511;-123.55482;0;54.79481125;47.68359756;14.23273945;24.18855476;0;1.704579353;18.2947216;1116.371582;6.247399807;1400.22522;17.17609215;0;0;0;0;0;86.7768631;13.22314072;0;0;0;0;0;0;62.9193573;51.33953857;20.16657829;31.05796432;0.621294558;2.654616594;26.13055229;1091.996948;6.372942448;1400.109863;17.38038254;0;0;0;0;0;93.19728088;6.802721024;0;0;0;0;0;0
44.44518_-123.47602;44.44518_-123.47602_176_184_12;44.44518;-123.47602;6/24/2012;176;07:09:00;184;12;WDRobinson;0;0;44.44518;-123.47602;127.2792206;71.83139038;67.6207428;15.90156078;41.87223053;0;4.687477112;46.18571472;580.5649414;6.88527298;1410.34668;8.480182648;0;0;0;0;0;87.603302;12.39669418;0;0;0;0;0;0;67.1129837;61.79005432;17.13894463;39.99357224;0;4.389178753;43.3326683;584.6081543;6.658785343;1407.158813;10.39273643;0;0;0;0;0;74.82993317;18.14058876;0;0;0;0;0;0
44.44659_-123.59294;44.44659_-123.59294_173_393_12;44.44659;-123.59294;6/21/2012;173;10:37:00;393;12;WDRobinson;0;0;44.44659;-123.59294;67.08203888;58.19152832;50.18951797;17.28995132;38.72354507;0;3.408375263;31.99914169;552.946228;6.186485291;1291.393311;20.09608841;0;0;0;0;0;77.68595123;12.39669418;0;0;0;0;0;0;53.99137115;46.58992004;15.02511024;35.47917557;0.360902041;3.25574255;29.80527878;510.5930176;6.42131567;1301.725464;20.09251595;0;0;0;0;0;77.09750366;15.64625835;0;0;0;0;0;0
44.44731_-123.54946;44.44731_-123.54946_173_461_12;44.44731;-123.54946;6/21/2012;173;11:45:00;461;12;WDRobinson;0;0;44.44731;-123.54946;30;48.59093094;43.33201981;11.67020226;40.58499527;0.639561117;2.696460247;24.5021553;738.1375122;5.547143936;1436.24939;19.59459686;0;0;0;0;0;85.95041656;14.04958725;0;0;0;0;0;0;50.7559967;42.608284;15.05542755;37.49776459;0.551814735;2.933486223;26.19267273;684.3197632;5.813308716;1421.252808;21.65600395;0;0;0;0;0;90.70294952;9.297052383;0;0;0;0;0;0
44.44742_-123.39721;44.44742_-123.39721_121_255_14;44.44742;-123.39721;05.01.2014;121;09:07:00;255;14;TAHallman;4;1;44.44742;-123.39721;30;25.49649239;23.28262711;5.249167919;14.83059883;0.809660316;1.550159574;14.00092983;255.4692078;7.852966309;384.7983398;8.473577499;3.305785179;0;38.84297562;1.65289259;0.826446295;34.71074295;19.83471107;0.826446295;0;0;0.826446295;3.305785179;3.305785179;33.83296585;29.62565231;7.547549725;16.51786232;3.131557226;1.9031111;16.14587021;399.492218;7.574514866;410.1653748;8.683222771;1.360544205;1.8140589;29.9319725;2.267573595;1.360544205;40.13605499;11.56462574;1.587301612;0;0;1.360544205;1.360544205;12.01814079
44.44757_-123.25526;44.44757_-123.25526_143_262_12;44.44757;-123.25526;5/22/2012;143;08:41:00;262;12;WDRobinson;1;1;44.44757;-123.25526;108.1665421;5.668591499;0.285376877;5.383214951;5.099947929;6.385368347;0.355033904;2.793148756;88.889534;9.343412399;239.8317108;0.561859071;0;13.22314072;62.80991745;4.132231236;0;7.438016415;5.785123825;6.611570358;0;0;0;0;0;8.773728371;0.879154921;8.032377243;7.824531078;7.863303661;0.492031753;3.444075346;188.6191711;9.08894825;239.9194489;0.875788629;0;23.58276558;51.47392273;1.587301612;0;15.4195013;4.761904716;3.174603224;0;0;0;0;0.453514725
44.44761_-123.26463;44.44761_-123.26463_145_325_12;44.44761;-123.26463;5/24/2012;145;09:42:00;325;12;WDRobinson;1;1;44.44761;-123.26463;169.7056274;0;0;0;0;0;0;0;0;10.15465736;244.1909027;0.731665194;0;57.85123825;19.83471107;0;0;0;0;19.00826454;3.305785179;0;0;0;0;2.307688236;0.426020861;1.930372119;1.841967583;1.959631324;0.127719045;0.770336747;54.83684158;9.971262932;244.489975;0.753659725;0.453514725;51.47392273;20.63492012;2.721088409;0;6.122448921;0;15.4195013;0.90702945;2.267573595;0;0.453514725;0.90702945
